--------- beginning of main
08-14 23:27:25.676 12675 12675 I A2M_PERF: frames=30 drops=0 recvToRenderP50ms=11.3 recvToRenderP95ms=14.5 ptsToRecvP50ms=1152.2 ptsToRecvP95ms=1153.3 bitrateKbps=1133
08-14 23:27:26.678 12675 12675 I A2M_PERF: frames=30 drops=0 recvToRenderP50ms=11.4 recvToRenderP95ms=12.3 ptsToRecvP50ms=1152.4 ptsToRecvP95ms=1154.2 bitrateKbps=921
08-14 23:27:27.682 12675 12675 I A2M_PERF: frames=30 drops=0 recvToRenderP50ms=11.8 recvToRenderP95ms=12.7 ptsToRecvP50ms=1152.5 ptsToRecvP95ms=1155.1 bitrateKbps=1122
08-14 23:27:28.684 12675 12675 I A2M_PERF: frames=30 drops=0 recvToRenderP50ms=11.7 recvToRenderP95ms=14.3 ptsToRecvP50ms=1152.9 ptsToRecvP95ms=1154.3 bitrateKbps=920
08-14 23:27:29.687 12675 12675 I A2M_PERF: frames=30 drops=0 recvToRenderP50ms=11.1 recvToRenderP95ms=13.7 ptsToRecvP50ms=1152.1 ptsToRecvP95ms=1153.7 bitrateKbps=1144
08-14 23:27:30.691 12675 12675 I A2M_PERF: frames=30 drops=0 recvToRenderP50ms=11.5 recvToRenderP95ms=12.4 ptsToRecvP50ms=1152.5 ptsToRecvP95ms=1154.6 bitrateKbps=881
08-14 23:27:31.694 12675 12675 I A2M_PERF: frames=30 drops=0 recvToRenderP50ms=11.6 recvToRenderP95ms=13.1 ptsToRecvP50ms=1152.7 ptsToRecvP95ms=1154.9 bitrateKbps=1157
08-14 23:27:32.697 12675 12675 I A2M_PERF: frames=30 drops=0 recvToRenderP50ms=11.2 recvToRenderP95ms=14.0 ptsToRecvP50ms=1152.5 ptsToRecvP95ms=1154.3 bitrateKbps=834
08-14 23:27:33.708 12675 12675 I A2M_PERF: frames=31 drops=0 recvToRenderP50ms=11.6 recvToRenderP95ms=13.3 ptsToRecvP50ms=1152.6 ptsToRecvP95ms=1153.6 bitrateKbps=1110
08-14 23:27:34.711 12675 12675 I A2M_PERF: frames=30 drops=0 recvToRenderP50ms=11.1 recvToRenderP95ms=12.4 ptsToRecvP50ms=1152.2 ptsToRecvP95ms=1153.3 bitrateKbps=885
08-14 23:27:35.714 12675 12675 I A2M_PERF: frames=30 drops=0 recvToRenderP50ms=10.8 recvToRenderP95ms=13.1 ptsToRecvP50ms=1152.1 ptsToRecvP95ms=1154.2 bitrateKbps=1262
08-14 23:27:36.728 12675 12675 I A2M_PERF: frames=30 drops=0 recvToRenderP50ms=10.8 recvToRenderP95ms=11.9 ptsToRecvP50ms=1152.1 ptsToRecvP95ms=1153.1 bitrateKbps=976
08-14 23:27:37.733 12675 12675 I A2M_PERF: frames=30 drops=0 recvToRenderP50ms=11.8 recvToRenderP95ms=14.2 ptsToRecvP50ms=1152.6 ptsToRecvP95ms=1153.4 bitrateKbps=1170
08-14 23:27:38.737 12675 12675 I A2M_PERF: frames=30 drops=0 recvToRenderP50ms=11.7 recvToRenderP95ms=14.8 ptsToRecvP50ms=1152.5 ptsToRecvP95ms=1154.5 bitrateKbps=984
08-14 23:27:39.751 12675 12675 I A2M_PERF: frames=31 drops=0 recvToRenderP50ms=10.9 recvToRenderP95ms=13.0 ptsToRecvP50ms=1152.5 ptsToRecvP95ms=1154.0 bitrateKbps=1383
08-14 23:27:40.754 12675 12675 I A2M_PERF: frames=30 drops=0 recvToRenderP50ms=11.2 recvToRenderP95ms=13.7 ptsToRecvP50ms=1152.3 ptsToRecvP95ms=1154.1 bitrateKbps=890
08-14 23:27:41.756 12675 12675 I A2M_PERF: frames=30 drops=0 recvToRenderP50ms=11.2 recvToRenderP95ms=13.7 ptsToRecvP50ms=1152.3 ptsToRecvP95ms=1155.0 bitrateKbps=1162
08-14 23:27:42.774 12675 12675 I A2M_PERF: frames=31 drops=0 recvToRenderP50ms=11.0 recvToRenderP95ms=13.2 ptsToRecvP50ms=1152.1 ptsToRecvP95ms=1154.2 bitrateKbps=1018
08-14 23:27:43.776 12675 12675 I A2M_PERF: frames=30 drops=0 recvToRenderP50ms=11.9 recvToRenderP95ms=13.9 ptsToRecvP50ms=1152.5 ptsToRecvP95ms=1158.1 bitrateKbps=1172
08-14 23:27:44.793 12675 12675 I A2M_PERF: frames=30 drops=0 recvToRenderP50ms=10.9 recvToRenderP95ms=12.6 ptsToRecvP50ms=1152.5 ptsToRecvP95ms=1154.1 bitrateKbps=870
08-14 23:27:45.796 12675 12675 I A2M_PERF: frames=30 drops=0 recvToRenderP50ms=11.2 recvToRenderP95ms=14.2 ptsToRecvP50ms=1152.1 ptsToRecvP95ms=1153.7 bitrateKbps=1102
08-14 23:27:46.799 12675 12675 I A2M_PERF: frames=30 drops=0 recvToRenderP50ms=11.4 recvToRenderP95ms=13.0 ptsToRecvP50ms=1152.2 ptsToRecvP95ms=1152.9 bitrateKbps=862
08-14 23:27:47.817 12675 12675 I A2M_PERF: frames=31 drops=0 recvToRenderP50ms=12.3 recvToRenderP95ms=14.3 ptsToRecvP50ms=1152.5 ptsToRecvP95ms=1153.7 bitrateKbps=1155
08-14 23:27:48.820 12675 12675 I A2M_PERF: frames=30 drops=0 recvToRenderP50ms=11.0 recvToRenderP95ms=12.6 ptsToRecvP50ms=1151.9 ptsToRecvP95ms=1153.2 bitrateKbps=1001
08-14 23:27:49.824 12675 12675 I A2M_PERF: frames=30 drops=0 recvToRenderP50ms=11.0 recvToRenderP95ms=12.2 ptsToRecvP50ms=1151.9 ptsToRecvP95ms=1153.8 bitrateKbps=1221
08-14 23:27:50.837 12675 12675 I A2M_PERF: frames=30 drops=0 recvToRenderP50ms=11.3 recvToRenderP95ms=13.1 ptsToRecvP50ms=1152.0 ptsToRecvP95ms=1154.9 bitrateKbps=912
08-14 23:27:51.840 12675 12675 I A2M_PERF: frames=31 drops=0 recvToRenderP50ms=11.4 recvToRenderP95ms=14.3 ptsToRecvP50ms=1152.2 ptsToRecvP95ms=1153.5 bitrateKbps=1037
08-14 23:27:52.857 12675 12675 I A2M_PERF: frames=30 drops=0 recvToRenderP50ms=11.4 recvToRenderP95ms=12.8 ptsToRecvP50ms=1152.2 ptsToRecvP95ms=1153.7 bitrateKbps=797
08-14 23:27:53.860 12675 12675 I A2M_PERF: frames=30 drops=0 recvToRenderP50ms=11.3 recvToRenderP95ms=14.2 ptsToRecvP50ms=1152.8 ptsToRecvP95ms=1154.9 bitrateKbps=985
08-14 23:27:54.865 12675 12675 I A2M_PERF: frames=30 drops=0 recvToRenderP50ms=11.5 recvToRenderP95ms=15.0 ptsToRecvP50ms=1152.2 ptsToRecvP95ms=1153.6 bitrateKbps=912
08-14 23:27:55.879 12675 12675 I A2M_PERF: frames=31 drops=0 recvToRenderP50ms=11.5 recvToRenderP95ms=14.1 ptsToRecvP50ms=1152.2 ptsToRecvP95ms=1154.7 bitrateKbps=1043
08-14 23:27:56.882 12675 12675 I A2M_PERF: frames=30 drops=0 recvToRenderP50ms=11.1 recvToRenderP95ms=12.1 ptsToRecvP50ms=1151.9 ptsToRecvP95ms=1154.4 bitrateKbps=827
08-14 23:27:57.899 12675 12675 I A2M_PERF: frames=7 drops=0 recvToRenderP50ms=11.9 recvToRenderP95ms=13.3 ptsToRecvP50ms=1152.1 ptsToRecvP95ms=1152.4 bitrateKbps=232
08-14 23:27:58.901 12675 12675 I A2M_PERF: frames=0 drops=0 recvToRenderP50ms=0.0 recvToRenderP95ms=0.0 ptsToRecvP50ms=0.0 ptsToRecvP95ms=0.0 bitrateKbps=0
08-14 23:27:59.920 12675 12675 I A2M_PERF: frames=0 drops=0 recvToRenderP50ms=0.0 recvToRenderP95ms=0.0 ptsToRecvP50ms=0.0 ptsToRecvP95ms=0.0 bitrateKbps=0
08-14 23:28:00.922 12675 12675 I A2M_PERF: frames=0 drops=0 recvToRenderP50ms=0.0 recvToRenderP95ms=0.0 ptsToRecvP50ms=0.0 ptsToRecvP95ms=0.0 bitrateKbps=0
08-14 23:28:01.925 12675 12675 I A2M_PERF: frames=0 drops=0 recvToRenderP50ms=0.0 recvToRenderP95ms=0.0 ptsToRecvP50ms=0.0 ptsToRecvP95ms=0.0 bitrateKbps=0
08-14 23:28:02.942 12675 12675 I A2M_PERF: frames=0 drops=0 recvToRenderP50ms=0.0 recvToRenderP95ms=0.0 ptsToRecvP50ms=0.0 ptsToRecvP95ms=0.0 bitrateKbps=0
08-14 23:28:03.945 12675 12675 I A2M_PERF: frames=0 drops=0 recvToRenderP50ms=0.0 recvToRenderP95ms=0.0 ptsToRecvP50ms=0.0 ptsToRecvP95ms=0.0 bitrateKbps=0
08-14 23:28:04.962 12675 12675 I A2M_PERF: frames=0 drops=0 recvToRenderP50ms=0.0 recvToRenderP95ms=0.0 ptsToRecvP50ms=0.0 ptsToRecvP95ms=0.0 bitrateKbps=0
08-14 23:28:05.965 12675 12675 I A2M_PERF: frames=0 drops=0 recvToRenderP50ms=0.0 recvToRenderP95ms=0.0 ptsToRecvP50ms=0.0 ptsToRecvP95ms=0.0 bitrateKbps=0
08-14 23:28:06.966 12675 12675 I A2M_PERF: frames=0 drops=0 recvToRenderP50ms=0.0 recvToRenderP95ms=0.0 ptsToRecvP50ms=0.0 ptsToRecvP95ms=0.0 bitrateKbps=0
08-14 23:28:07.968 12675 12675 I A2M_PERF: frames=0 drops=0 recvToRenderP50ms=0.0 recvToRenderP95ms=0.0 ptsToRecvP50ms=0.0 ptsToRecvP95ms=0.0 bitrateKbps=0
08-14 23:28:08.972 12675 12675 I A2M_PERF: frames=0 drops=0 recvToRenderP50ms=0.0 recvToRenderP95ms=0.0 ptsToRecvP50ms=0.0 ptsToRecvP95ms=0.0 bitrateKbps=0
08-14 23:28:09.988 12675 12675 I A2M_PERF: frames=0 drops=0 recvToRenderP50ms=0.0 recvToRenderP95ms=0.0 ptsToRecvP50ms=0.0 ptsToRecvP95ms=0.0 bitrateKbps=0
08-14 23:28:10.991 12675 12675 I A2M_PERF: frames=0 drops=0 recvToRenderP50ms=0.0 recvToRenderP95ms=0.0 ptsToRecvP50ms=0.0 ptsToRecvP95ms=0.0 bitrateKbps=0
08-14 23:28:11.993 12675 12675 I A2M_PERF: frames=0 drops=0 recvToRenderP50ms=0.0 recvToRenderP95ms=0.0 ptsToRecvP50ms=0.0 ptsToRecvP95ms=0.0 bitrateKbps=0
08-14 23:28:13.008 12675 12675 I A2M_PERF: frames=0 drops=0 recvToRenderP50ms=0.0 recvToRenderP95ms=0.0 ptsToRecvP50ms=0.0 ptsToRecvP95ms=0.0 bitrateKbps=0
08-14 23:28:14.011 12675 12675 I A2M_PERF: frames=0 drops=0 recvToRenderP50ms=0.0 recvToRenderP95ms=0.0 ptsToRecvP50ms=0.0 ptsToRecvP95ms=0.0 bitrateKbps=0
08-14 23:28:15.014 12675 12675 I A2M_PERF: frames=0 drops=0 recvToRenderP50ms=0.0 recvToRenderP95ms=0.0 ptsToRecvP50ms=0.0 ptsToRecvP95ms=0.0 bitrateKbps=0
08-14 23:28:16.032 12675 12675 I A2M_PERF: frames=0 drops=0 recvToRenderP50ms=0.0 recvToRenderP95ms=0.0 ptsToRecvP50ms=0.0 ptsToRecvP95ms=0.0 bitrateKbps=0
08-14 23:28:17.034 12675 12675 I A2M_PERF: frames=0 drops=0 recvToRenderP50ms=0.0 recvToRenderP95ms=0.0 ptsToRecvP50ms=0.0 ptsToRecvP95ms=0.0 bitrateKbps=0
08-14 23:28:18.036 12675 12675 I A2M_PERF: frames=0 drops=0 recvToRenderP50ms=0.0 recvToRenderP95ms=0.0 ptsToRecvP50ms=0.0 ptsToRecvP95ms=0.0 bitrateKbps=0
